region,category,name,query,score,blog_mentions,instagram_mentions,cafe_mentions,facebook_mentions,address,category_hint,source,source_url,collected_at
제주,camping,에코그린캠핑장,제주 에코그린캠핑장,100,352,0,399,0,제주특별자치도 제주시 애월읍 중산간서로 5587 에코그린캠핑장,"숙박>캠핑,야영장",naver_search_api,https://www.instagram.com/ecogreencamping,2026-05-22T05:48:35+00:00
제주,camping,제주벨리타캠핑장,제주 제주벨리타캠핑장,100,474,0,299,0,제주특별자치도 제주시 조천읍 중산간동로 1194,"숙박>캠핑,야영장",naver_search_api,http://제주캠핑장.한국,2026-05-22T05:48:35+00:00
제주,camping,아이올레인포레스트캠핑,제주 아이올레인포레스트캠핑,100,413,0,691,0,제주특별자치도 제주시 구좌읍 덕행로 363 아이올레인포레스트캠핑,"숙박>캠핑,야영장",naver_search_api,https://www.iolleinforest.com,2026-05-22T05:48:35+00:00
제주,camping,제주플래티늄카라반,제주 제주플래티늄카라반,100,423,0,80,0,제주특별자치도 제주시 애월읍 하귀미수포길 5-8 제주플래티늄카라반,"숙박>캠핑,야영장",naver_search_api,http://jejuptcar.com/main/index.html,2026-05-22T05:48:35+00:00
제주,camping,태흥연가,제주 태흥연가,100,561,0,48,0,제주특별자치도 서귀포시 남원읍 태위로940번길 12-50 태흥연가,숙박>펜션,naver_search_api,http://www.taeheungyeonga.com,2026-05-22T05:48:35+00:00
제주,camping,선셋코스트,제주 선셋코스트,100,791,0,466,0,제주특별자치도 서귀포시 대정읍 노을해안로 232 선셋코스트,"숙박>캠핑,야영장",naver_search_api,http://www.sunsetcoast.kr,2026-05-22T05:48:35+00:00
제주,camping,어라운드폴리,제주 어라운드폴리,100,2900,0,1908,0,제주특별자치도 서귀포시 성산읍 서성일로 433,"숙박>캠핑,야영장",naver_search_api,https://www.instagram.com/aroundfollie/,2026-05-22T05:48:35+00:00
제주,camping,숲속야영장 휴림,제주 숲속야영장 휴림,100,127,0,43,0,제주특별자치도 제주시 애월읍 광령남서길 40 휴림(캠핑장),"숙박>캠핑,야영장",naver_search_api,https://www.instagram.com/huerim.jeju,2026-05-22T05:48:35+00:00
제주,desserts,소랑아시 소품샵&amp;선물가게,제주 소랑아시 소품샵&amp;선물가게,100,516,0,8,0,제주특별자치도 서귀포시 중문관광로 27 1층,"가구,인테리어>인테리어소품",naver_search_api,https://www.instagram.com/sorangasi,2026-05-22T05:48:35+00:00
제주,desserts,찰리공장 제주동문시장본점,제주 찰리공장 제주동문시장본점,100,6647,0,285,0,제주특별자치도 제주시 중앙로13길 21 찰리공장 제주동문시장본점,"음식점>카페,디저트",naver_search_api,https://www.instagram.com/charliefactory_jeju,2026-05-22T05:48:35+00:00
제주,desserts,델문도,제주 델문도,100,42545,0,4141,0,제주특별자치도 제주시 조천읍 조함해안로 519-10,"음식점>카페,디저트",naver_search_api,http://www.delmoondo.com/,2026-05-22T05:48:35+00:00
제주,desserts,원앤온리,제주 원앤온리,100,25207,0,2581,0,제주특별자치도 서귀포시 안덕면 산방로 141 원앤온리 제주,"음식점>카페,디저트",naver_search_api,http://www.instagram.com/jejuoneandonly,2026-05-22T05:48:35+00:00
제주,desserts,아베베 베이커리 제주,제주 아베베 베이커리 제주,100,36148,0,1164,0,제주특별자치도 제주시 동문로6길 4 1-3층(일도일동),"카페,디저트>베이커리",naver_search_api,https://www.instagram.com/bakery_abebe,2026-05-22T05:48:35+00:00
제주,desserts,오드랑베이커리 함덕점,제주 오드랑베이커리 함덕점,100,3214,0,96,0,제주특별자치도 제주시 조천읍 조함해안로 552-3,"카페,디저트>베이커리",naver_search_api,https://www.instagram.com/audrant_hd,2026-05-22T05:48:35+00:00
제주,desserts,레이지펌프,제주 레이지펌프,100,15885,0,325,0,제주특별자치도 제주시 애월읍 애월북서길 32 lazypump,"음식점>카페,디저트",naver_search_api,http://instagram.com/lazy_pump,2026-05-22T05:48:35+00:00
제주,desserts,노을리,제주 노을리,100,9737,0,561,0,제주특별자치도 제주시 애월읍 애월해안로 654,"음식점>카페,디저트",naver_search_api,https://instagram.com/noeully,2026-05-22T05:48:35+00:00
제주,desserts,노티드 제주DT,제주 노티드 제주DT,100,1061,0,161,0,제주특별자치도 제주시 연오로 5 1층,"음식점>카페,디저트>카페",naver_search_api,https://www.instagram.com/cafeknotted_kr,2026-05-22T05:48:35+00:00
제주,foods,우진해장국,제주 우진해장국,100,97684,0,6270,0,제주특별자치도 제주시 서사로 11,한식>향토음식,naver_search_api,,2026-05-22T05:48:35+00:00
제주,foods,이춘옥원조고등어쌈밥 제주애월본점,제주 이춘옥원조고등어쌈밥 제주애월본점,100,14649,0,829,0,제주특별자치도 제주시 애월읍 일주서로 7213,한식>쌈밥,naver_search_api,https://www.instagram.com/jeju_gossam,2026-05-22T05:48:35+00:00
제주,foods,모루쿠다 서귀포올레시장점,제주 모루쿠다 서귀포올레시장점,100,22113,0,174,0,제주특별자치도 서귀포시 태평로431번길 32 1층 모루쿠다 서귀포올레시장점,음식점>일식>일식당,naver_search_api,https://www.instagram.com/jejusujeyori/,2026-05-22T05:48:35+00:00
제주,foods,고집돌우럭 중문점,제주 고집돌우럭 중문점,100,12823,0,517,0,제주특별자치도 서귀포시 일주서로 879,한식>향토음식,naver_search_api,https://app.catchtable.co.kr/ct/shop/gozip_jungmun?type=VISIT_RESERVATION,2026-05-22T05:48:35+00:00
제주,foods,동문올레수산 동문시장 본점,제주 동문올레수산 동문시장 본점,100,17061,0,1337,0,제주특별자치도 제주시 관덕로14길 10 동문올레수산 동문시장 본점,한식>생선회,naver_search_api,https://blog.naver.com/tlqndi2001,2026-05-22T05:48:35+00:00
제주,foods,색달식당 순살갈치조림 서귀포본점,제주 색달식당 순살갈치조림 서귀포본점,100,174999,0,9581,0,제주특별자치도 서귀포시 예래로 255-18 1층 색달식당,"한식>해물,생선요리",naver_search_api,https://app.catchtable.co.kr/ct/shop/jeju.seakdal?from=share&type=WAITING,2026-05-22T05:48:35+00:00
제주,foods,옥만이네 제주금능협재점,제주 옥만이네 제주금능협재점,100,11661,0,284,0,제주특별자치도 제주시 한림읍 한림해안로 160 1층,"한식>해물,생선요리",naver_search_api,https://www.daangn.com/kr/business-posts/69ba5fa39046b4276c4ccd44,2026-05-22T05:48:35+00:00
제주,foods,까망돼지 중문점,제주 까망돼지 중문점,100,8939,0,59,0,제주특별자치도 서귀포시 색달중앙로 21 여미지하우스 1층 까망돼지 본점,한식>돼지고기구이,naver_search_api,https://app.catchtable.co.kr/ct/shop/blackpig_jeju,2026-05-22T05:48:35+00:00
제주,foods,황해식당 제주공항 갈치,제주 황해식당 제주공항 갈치,100,90795,0,6008,0,제주특별자치도 제주시 일주서로 7682 황해식당 제주공항 갈치,"한식>해물,생선요리",naver_search_api,https://www.instagram.com/y2onjae,2026-05-22T05:48:35+00:00
제주,foods,동진식당 고기국수 동문시장점,제주 동진식당 고기국수 동문시장점,100,37734,0,2768,0,제주특별자치도 제주시 동문로 16 제주 동문시장 12번 게이트 동진식당,한식>국수,naver_search_api,https://www.instagram.com/jeju_dongjin,2026-05-22T05:48:35+00:00
제주,foods,야시장맛통령,제주 야시장맛통령,100,49,0,4,0,제주특별자치도 제주시 관덕로14길 16 제2호동 1층,음식점>한식,naver_search_api,,2026-05-22T05:48:35+00:00
제주,foods,솔동산고기국수 서귀포올레시장본점,제주 솔동산고기국수 서귀포올레시장본점,100,42593,0,3700,0,제주특별자치도 서귀포시 부두로 23 1층 솔동산고기국수,한식>국수,naver_search_api,https://booking.naver.com/booking/6/bizes/312525,2026-05-22T05:48:35+00:00
제주,foods,메밀꽃치킨,제주 메밀꽃치킨,100,2301,0,161,0,제주특별자치도 서귀포시 중앙로48번길 17-1 206,"음식점>치킨,닭강정",naver_search_api,https://www.instagram.com/memil_chicken/,2026-05-22T05:48:35+00:00
제주,foods,제성제과 올레시장점,제주 제성제과 올레시장점,100,1768,0,42,0,제주특별자치도 서귀포시 중정로73번길 13,"카페,디저트>베이커리",naver_search_api,https://www.instagram.com/jeseong_bakery/,2026-05-22T05:48:35+00:00
제주,places,카멜리아힐,제주 카멜리아힐,100,108781,0,16821,0,제주특별자치도 서귀포시 안덕면 병악로 166,"여행,명소>식물원,수목원",naver_search_api,https://www.youtube.com/@user-zh7zg4pv6q,2026-05-22T05:48:35+00:00
제주,places,아쿠아플라넷 제주,제주 아쿠아플라넷 제주,100,38445,0,6993,0,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,"관람,체험>아쿠아리움",naver_search_api,http://www.aquaplanet.co.kr/jeju/index.jsp,2026-05-22T05:48:35+00:00
제주,places,오설록 티 뮤지엄,제주 오설록 티 뮤지엄,100,66564,0,7195,0,제주특별자치도 서귀포시 안덕면 신화역사로 15 오설록,"여행,명소>박물관",naver_search_api,https://booking.naver.com/booking/12/bizes/1485121,2026-05-22T05:48:35+00:00
제주,places,모루쿠다 서귀포올레시장점,제주 모루쿠다 서귀포올레시장점,100,22113,0,174,0,제주특별자치도 서귀포시 태평로431번길 32 1층 모루쿠다 서귀포올레시장점,음식점>일식>일식당,naver_search_api,https://www.instagram.com/jejusujeyori/,2026-05-22T05:48:35+00:00
제주,places,에코랜드 테마파크,제주 에코랜드 테마파크,100,98694,0,241286,0,제주특별자치도 제주시 조천읍 번영로 1278-169,"여행,명소>테마파크",naver_search_api,http://www.ecolandjeju.co.kr,2026-05-22T05:48:35+00:00
제주,places,제주방탈출(제원점),제주 제주방탈출(제원점),100,192,0,48,0,제주특별자치도 제주시 신광로 61 2층 제주방탈출카페제원점,방탈출카페,naver_search_api,http://www.제주방탈출제원.com,2026-05-22T05:48:35+00:00
제주,places,제주시청소년수련관,제주 제주시청소년수련관,100,904,0,419,0,제주특별자치도 제주시 사라봉동길 21-1,"공공,사회기관>청소년시설",naver_search_api,https://www.jejusi.go.kr/youth/main.do,2026-05-22T05:48:35+00:00
제주,places,한라산둘레길7구간(사려니숲길),제주 한라산둘레길7구간(사려니숲길),100,30814,0,5579,0,제주특별자치도 제주시 조천읍 교래리 산137-1,"여행,명소>도보코스",naver_search_api,,2026-05-22T05:48:35+00:00
제주,places,한담해안산책로,제주 한담해안산책로,100,40183,0,3981,0,제주특별자치도 제주시 애월읍 곽지리 1359,지역명소>도보코스,naver_search_api,,2026-05-22T05:48:35+00:00
제주,places,수월봉 지질트레일,제주 수월봉 지질트레일,100,7441,0,886,0,제주특별자치도 제주시 한경면 고산리 3760,"여행,명소",naver_search_api,,2026-05-22T05:48:35+00:00
제주,places,화순곶자왈생태탐방숲길,제주 화순곶자왈생태탐방숲길,100,5493,0,638,0,제주특별자치도 서귀포시 안덕면 화순리 2045,"여행,명소>산책로",naver_search_api,,2026-05-22T05:48:35+00:00
제주,places,한라산둘레길1구간(천아숲길),제주 한라산둘레길1구간(천아숲길),100,61184,0,8046,0,제주특별자치도 제주시 애월읍 광령리 산183-2,"여행,명소>도보코스",naver_search_api,,2026-05-22T05:48:35+00:00
